Skipper Mogapi pw 72760,PTMP SU,Skipper Mogapi pw 72760,10.45.7.114,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0153C,001567e1aca0,6,4.9.15_b0007_Jun 11 2017, 10 Mbps,Gabane vlan 38,-23.66181,25.78852,
BOTHO_GEORGE_KEFILWE-PW76740,PTMP SU,BOTHO_GEORGE_KEFILWE-PW76740,10.45.7.142,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01984,001567e8f631,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT1033-NTSHINOGE-Vlan 93,-23.69566,25.42311,
KELEBOGILE SEFAKO,PTMP SU,KELEBOGILE SEFAKO,10.45.7.116,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0091A,001567e9322f,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,TSHOLAMOSESE-vlan 28,-23.85279,26.37631,
CATTEC BOTSWANA-PW 71165,PTMP SU,CATTEC BOTSWANA-PW 71165,10.45.7.7,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009E0,001567658c4b,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,SENTLHANE FARM  VLAN 127,52.01088,0.85732,
MARELEDI PHOKOJE-72233,PTMP SU,MARELEDI PHOKOJE-72233,10.45.7.2,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0111F,001567dff1be,6,4.2.47_b0001_May 17 2016, 10 Mbps,MMMOKOLODI vlan-510,51.80913,0.95448,
FNB ATM13164,PTMP SU,FNB ATM13164,10.45.7.88,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A010FC,001567dfce30,6,4.2.47_b0001_May 17 2016, 10 Mbps,NKOYAPHIRI,52.25456,0.64169,
BEDIA MOTIGANZ -NGN,PTMP SU,BEDIA MOTIGANZ -NGN,10.45.7.71,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,UNDEFINED0000000,001567000040,9,4.9.95_b0004_Apr  5 2022, 10 Mbps,Mogoditshane vlan 1381,51.99843,0.86502,
DIKELEDI SEBOKO PW NO:82005,PTMP SU,DIKELEDI SEBOKO PW NO:82005,10.45.7.244,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018F2,001567e8f6ca,6,4.9.70_b0015_May  2 2019, 10 Mbps,PLOT 1014 PILANE  Vlan 252,-24.20512,27.12291,
LENTSWELETAU SUB LAND BOARD,PTMP SU,LENTSWELETAU SUB LAND BOARD,10.45.9.230,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00074,001567e5482f,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,LENTSWELETAU- PW - 22057,,,
tos-KELETSO SEHERA 72788,PTMP SU,tos-KELETSO SEHERA 72788,10.45.7.105,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01ACD,001567e9376a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TSHOLAMOSESE VLAN 54,-23.71075,26.09754,
BQA Residential pw 72352,PTMP SU,BQA Residential pw 72352,10.45.7.45,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01301,001567e02fa5,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,Gabane vlan 48,-24.01238,26.54883,
Cosolidated cons company CCC,PTMP SU,Cosolidated cons company CCC,10.45.7.70,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A002AE,001567670210,6,4.2.40_b4258_Jan 27 2016, 25 Mbps,Nkoyaphiri vlan 23,52.29582,0.58728,
GABANE CLINIC,PTMP SU,GABANE CLINIC,10.45.7.48,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01137,001567dff0b5,6,4.2.47_b0001_May 17 2016, 10 Mbps,GABANE,-23.85281,26.37621,
TEBOGO BMODISANE 77292,PTMP SU,TEBOGO BMODISANE 77292,10.45.6.140,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000824,001567eb10f7,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MMOPANE BLOCK 1,-23.85829,26.52692,
GAOKGAKALA KEREEMANG PW 80544,PTMP SU,GAOKGAKALA KEREEMANG PW 80544,10.45.7.246,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01913,001567e8ef56,6,4.9.70_b0015_May  2 2019, 10 Mbps,PLOT 519 PILANE Vlan 174,-24.3925,27.14062,
LENTSWELETAU POST OFFICE,PTMP SU,LENTSWELETAU POST OFFICE,10.45.9.228,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009C4,00156765c43c,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LENTSWELETAU - PW 11379,,,
FNBB BODIBA 12928,PTMP SU,FNBB BODIBA 12928,10.45.5.195,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000669,001567eaf678,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,BODIBA MALL,,,
OLEBOGILE MOTAUNG 76134,PTMP SU,OLEBOGILE MOTAUNG 76134,10.45.7.81,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A28,001567e90daf,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LESIRANE,52.13022,0.76936,
PATRICIA GABOUTLOELOE-71416,PTMP SU,PATRICIA GABOUTLOELOE-71416,10.45.7.90,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AF5,001567e92a59,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,GABANE,51.58002,1.00547,
DIT MORWA CLINIC PW 11453,PTMP SU,DIT MORWA CLINIC PW 11453,10.45.7.243,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A004C1,001567e335bc,6,4.9.70_b0015*_May  2 2019, 25 Mbps,MORWA,-24.32038,25.1433,
BIKI MBISE,PTMP SU,BIKI MBISE,10.45.6.70,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A019BF,001567e8f6b5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MMOPANE BLK 1 VLAN-94,-24.54936,26.80404,
MOKOLODI CLINIC,PTMP SU,MOKOLODI CLINIC,10.45.6.241,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00330,001567ddd941,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOKOLODI,52.40273,0.39328,
BDF_(SSKB)_PW73153,PTMP SU,BDF_(SSKB)_PW73153,10.45.1.71,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000247,001567ea8ede,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,BIAC VILLAGE,-23.80186,26.43934,
HRDC ODIRILE PW 71052,PTMP SU,HRDC ODIRILE PW 71052,10.45.6.142,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200300141,001567ebc45c,110H,4.9.75_b0054_Sep 25 2019, 25 Mbps,blk9 mogoditshane vlan161,-24.15632,26.72366,
HRDC THABISO MAJATSIE-PW 71250,PTMP SU,HRDC THABISO MAJATSIE-PW 71250,10.45.6.246,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00B5A,001567e5b9a7,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOKOLODI VLAN 171,51.64636,0.99647,
STATE PRESIDENT PW 73027,PTMP SU,STATE PRESIDENT PW 73027,10.45.6.199,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A003D3,001567e51fab,6,3.5.70_b3574_Jan  8 2015, 10 Mbps,NOTWANE VLAN 131,,,
TLHOBOGANG PETERS-71652,PTMP SU,TLHOBOGANG PETERS-71652,10.45.6.227,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00EEF,001567675922,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,MOKOLODI VLAN_1023,52.47885,0.0106,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
BIH  BASALUMI,PTMP SU,BIH  BASALUMI,10.45.6.151,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100166,001567ebbe09,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,Mogoditshane blk9,-24.49868,26.8028,
CODLINE,PTMP SU,CODLINE,10.45.6.198,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B17,00156769475e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,NOTWANE FARM,,,
PHOKWANE MOGAMISE PW 70495,PTMP SU,PHOKWANE MOGAMISE PW 70495,10.45.9.19,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00D75,001567e71f88,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,PLOT 92 MODIPANE Vlan 175,52.34488,0.5106,
M Setlhotlhanyane pw 84983,PTMP SU,KUDZANI ANDY KATLEGO PW 090185,10.45.6.148,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0191B,00156768e414,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,METSIMOTLHABE,,,
CAROL SEPHIRI 72877,PTMP SU,CAROL SEPHIRI 72877,10.45.6.147,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000132,001567e95195,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,GAPHATSHWA BHC VLAN 37,-24.2073,26.74381,
MACHERE VENTER PW-84984,PTMP SU,MACHERE VENTER PW-84984,10.45.6.197,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00243,001567e4cbb1,5,3.5.50_b3556_Sep 18 2014, 10 Mbps,MMOKOLODI,,,
Emeldah Rosales Vlan1166,PTMP SU,Emeldah Rosales Vlan1166,10.45.6.235,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000624,001567eaf832,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Location/,,,
Crop Production,PTMP SU,Crop Production,10.45.9.231,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0125C,001567e02f06,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Lentsweletau,,,
PRO ALPHA SYSTEMS-PW 71858,PTMP SU,PRO ALPHA SYSTEMS-PW 71858,10.45.6.201,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00220,00156765c416,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,MOKOLODI VLAN_70,,,
INTERNET OPTIONS BOTSWANA,PTMP SU,INTERNET OPTIONS BOTSWANA,10.45.6.230,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A008F5,00156765c4b1,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOKOLODI VLAN 899,,,
NAVISHA INVESTMENTS (PTY) LTD,PTMP SU,NAVISHA INVESTMENTS (PTY) LTD,10.45.9.41,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000540,001567ea8e90,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT 1392 SIKWANE Vlan 264,52.45964,0.20569,
MAUNATLALA LIBRARY,PTMP SU,MAUNATLALA VETIRNARY,10.45.17.67,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0104B,0015675fc19a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUNATLALA,51.47885,1.0106,
Palapye-Revenue,PTMP SU,Palapye-Revenue,10.45.16.202,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000C3,0015674be613,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,PALAPYE,-21.84823,27.8372,
MAUNATLALA VETERINARY,PTMP SU,MAUNATLALA LIBRARY,10.45.17.68,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00ED9,001567df9e53,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,Maunatlala,52.47885,0.0106,
Palapye-Magistrate,PTMP SU,Palapye-Magistrate,10.45.16.204,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000CE,0015674be609,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,PALAPYE,-21.99977,27.96156,
MMADINARE HOSPITAL,PTMP SU,MMADINARE HOSPITAL,10.45.17.98,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A00226,001567569e5f,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,MMADINARE,52.24489,0.65339,
MOOKETSI OAITSE-PW-71295,PTMP SU,MOOKETSI OAITSE-PW-71295,10.45.16.201,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A008DC,00156765c48f,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,PALAPYE w3604,-21.63146,27.51278,
LETLHAKENG POST,PTMP SU,LETHAKENG POST PW 11385,10.45.11.69,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B76,001567e9324c,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETHAKENG P_OFFICE 833,,,
MAPHULA CJSS,PTMP SU,MAPHULA CJSS,10.45.16.200,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0093B,00156765c3ec,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,PALAPYE,-21.55534,27.13009,
IMPALA FORESTRY,PTMP SU,IMPALA FORESTRY,10.45.19.194,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A004CE,001567e36ceb,6,4.9.15_b0007_Jun 11 2017, 25 Mbps,FRANCISTOWN,0,1,
BARCLAYS BANK NZANO ATM 16539,PTMP SU,BARCLAYS BANK NZANO ATM 16539,10.45.19.72,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01868,00156780e7f1,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,FRANCISTOWN VLAN 1275,,,
Service centre(Coucil Env),PTMP SU,Service centre(Coucil Env),10.45.17.107,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A0009E,00156756a60f,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,MMADINARE vlan 590,51.82087,0.95029,
STANBIC BANK,PTMP SU,STANBIC BANK PW # 20324,10.45.17.105,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100110,001567ebbaad,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,MMADINARE,,,
LETLHAKENG CLINIC,PTMP SU,LETLHAKENG CLINIC,10.45.11.77,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00658,001567655652,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG,52.45378,0.23312,
MMADINARE  SENIOR SEC SCHOOL,PTMP SU,MMADINARE  SENIOR SEC SCHOOL,10.45.17.103,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00326,001567ddd977,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,MMADINARE,51.97885,0.87663,
LETLHAKENG SUB LANDBOARD,PTMP SU,LETLHAKENG SUB LANDBOARD,10.45.11.71,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00BA0,001567e5baa8,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG,51.70137,0.98553,
GWATK Investments,PTMP SU,GWATK Investments,10.45.16.196,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009EF,001567e5c07d,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,PALAPYE vlan D1835,-21.57455,27.32518,
MANGA CLINIC,PTMP SU,MANGA CLINIC,10.45.17.104,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A000E2,001567569d05,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,MMADINARE,51.6525,0.99541,
GABOUTLOELOE-WADIKGOSI_,PTMP SU,PRINCESS A. MOSIGA PW 87005,10.45.11.250,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000823,001567eafc34,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,KOONTLE - THAMAGA,,,
PUMA ENERGY 12589,PTMP SU,PUMA ENERGY 12589,10.45.19.149,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A004C8,001567e3287b,6,4.9.75_b0052_Sep 19 2019, 25 Mbps,FTOWN D1801,-21.15176,28.5103,
KALAMARE POST OFFICE,PTMP SU,KALAMARE POST OFFICE,10.45.17.132,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00A01,001567e5bfd9,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,KALAMARE,51.47885,1.0106,
MMADINARE REVENUE WUC,PTMP SU,MMADINARE REVENUE WUC,10.45.17.102,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00581,0015675eadf0,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,MMADINARE WUC,52.41854,0.35262,
BOTSWANA SAVINGS BANK PW 23075,PTMP SU,BOTSWANA SAVINGS BANK PW 23075,10.45.11.76,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018CE,001567e8cfb5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG VLAN 1476,52.32557,0.54263,
WUC LETLHAKENG,PTMP SU,WUC LETLHAKENG,10.45.11.70,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0109D,001567dfce53,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG D1752,51.80913,0.95448,
Letlhakeng DBES PW 21448,PTMP SU,Letlhakeng DBES PW 21448,10.45.11.66,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A007E5,001567849040,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Letlhakeng,,,
LETLHAKENG REVENUE,PTMP SU,LETLHAKENG REVENUE,10.45.11.67,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00406,001567e1a3b5,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,LETLHAKENG,52.47256,0.12256,
DIT DATA IDCC CLINIC,PTMP SU,DIT DATA IDCC CLINIC,10.45.19.141,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00064,001567e54989,6,4.9.75_b0057_Oct 24 2019, 25 Mbps,FRANCISTOWN VLAN 665,51.71817,0.98154,
WATER UTILITIES_30433,PTMP SU,WATER UTILITIES_30433,10.45.11.201,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00227,001567e4cc1f,5,4.1.60_b4172_Jul 26 2015, 10 Mbps,THAMAGA vlan1752,52.18596,0.71771,
LETLHAKENG POLICE11754,PTMP SU,LETLHAKENG POLICE11754,10.45.11.72,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01518,00156761ef9a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG,52.18596,0.71771,
BPC,PTMP SU,BPC,10.45.19.238,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0137C,00156760edc0,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,VLAN,-21.07856,28.50237,
Palapye-Customary_Courts,PTMP SU,Palapye-Customary_Courts,10.45.16.197,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000CA,0015674be60f,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,PALAPYE,-21.72387,27.68566,
DIT DATA-CTO PW 13925,PTMP SU,DIT DATA-CTO PW 13925,10.45.11.78,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A010AD,001567dff0d7,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG,,,
THAMAGA SOCIAL PROTECTION,PTMP SU,THAMAGA SOCIAL PROTECTION,10.45.11.198,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00BF2,001567e5bccf,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,THAMAGA,52.26068,0.63409,
MAKOME JSS,PTMP SU,MAKOME JSS,10.45.17.101,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009F2,00156765c795,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MMADINARE,52.12164,0.77664,
Maria Mudala,PTMP SU,Maria Mudala,10.45.19.83,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00B0B,001567e5ba7a,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,GERALD vlan 1290,,,
CHOPPIES LTK pw 23104,PTMP SU,MPHUTHE CJSS 11893,10.45.11.75,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01412,00156760ed22,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LETLHAKENG vlan 501,52.10234,0.79243,
DESERT ROAD/T/T ZEBRANET 72840,PTMP SU,DIT LETLOLE CJSS  PW 89056,10.45.11.236,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01540,001567e1e80c,6,4.9.15_b0007_Jun 11 2017, 10 Mbps,THAMAGA,-23.74619,25.8265,
ACACIA-HEALTHCLINIC_PW72467,PTMP SU,ACACIA HEALTH CLINIC 72467,10.45.11.241,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A012D9,001567e02e17,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,THAMAGA VLAN 5,-23.79242,25.94326,
SECURITY SYSTEMS,PTMP SU,SECURITY SYSTEMS,10.45.11.228,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0193A,00156768f814,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,THAMAGA vlan820,-24.57192,26.5096,
HATCHERY MMADINARE,PTMP SU,HATCHERY MMADINARE,10.45.17.108,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A015A1,001567800f03,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,MMADINARE,51.47885,1.0106,
DITLAMELO-ONTIRETSE_PW75846,PTMP SU,DITLAMELO-ONTIRETSE_PW75846,10.45.11.227,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018E0,001567e8cfa7,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,THAMAGA VLAN 200,-23.70514,25.64282,
Monnawaletsatsi Senatla,PTMP SU,SENATLA MONNAWALETSATSI,10.45.19.226,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100F0003B,001567e5ba4d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,VLAN 220,52.20485,0.6983,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
Richard Paizee-72394,PTMP SU,Richard Paizee-72394,10.45.19.245,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A61,001567e933fc,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,VLAN-214,-20.8744,28.45541,
BARCLAYS ATM16686,PTMP SU,ABSA ATM 16686,10.45.11.194,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00C7A,00156766c46d,6,4.9.15_b0007_Jun 11 2017, 10 Mbps,THAMAGA 1267,-24.60495,26.51318,
OTHER OPTIONS INVESTMENTS,PTMP SU,OTHER OPTIONS INVESTMENTS,10.45.18.172,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A006FD,001567e552d2,6,3.5.70_b3574_Jan  8 2015, 10 Mbps,SELEBI PHIKWE,-21.97662,28.83556,
THAMAGA S AND CD PW 21749,PTMP SU,THAMAGA S AND CD PW 21749,10.45.11.200,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0094C,001567e5c1fb,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,THAMAGA VLAN3,52.45378,0.23312,
Lobatse-DRTS,PTMP SU,Lobatse-DRTS,10.45.14.137,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0011F,00156748f602,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,Lobatse-DRTS,51.6525,0.99541,
LEA RAMOTSWA,PTMP SU,LEA RAMOTSWA,10.45.15.48,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00C61,001567e6c3e1,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,RAMOTSWA,51.80029,0.95753,
THAMAGA LIBRARY13436,PTMP SU,THAMAGA LIBRARY13436,10.45.11.205,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0142F,00156760ed08,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,THAMAGA,52.47885,0.0106,
CELL CITY BTC SHOP,PTMP SU,CELL CITY BTC SHOP,10.45.15.206,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00532,0015675eaded,9,4.6.08_b4610_May 25 2016, 10 Mbps,FLOWERTOWN,,,
BOCCRA,PTMP SU,BOCCRA,192.168.231.104,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A003AD,001567e51f45,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOCHUDI,-24.32127,27.13797,
Tiro Ngakakaemang pw76047,PTMP SU,Tiro Ngakakaemang pw76047,192.168.242.221,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A16,001567e8f684,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,kumakwane vlan 29,-24.64667,26.70506,
BTCLRLU9 BOKAA PTP,PTP HBS,BTCLRLU9 BOKAA PTP,192.168.250.136,RW2000/ODU/DP/F54/UNI/EXT - RW-2954-D200,P16650E000001718,001567eafcf9,11,4.9.75_b0054_Sep 25 2019, 750 Mbps,BOKAA BTCL,,,
RLU9 BOKAA PTP,PTP SU,RLU9 BOKAA PTP,192.168.250.135,RW2000/ODU/DP/F54/UNI/EXT - RW-2954-D200,P16650E000001721,001567eafcfe,11,4.9.75_b0054_Sep 25 2019, 750 Mbps,PHAKALANE,,,
MINISTRY OF AGRIC PW 1320936,PTMP SU,MINISTRY OF AGRIC PW 1320936,10.45.7.236,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01456,00156760fae4,6,4.9.70_b0015*_May  2 2019, 10 Mbps,MOCHUDI,-24.3925,27.14051,
IVAN MOSOTHWANE PW 72860,PTMP SU,IVAN MOSOTHWANE PW 72860,10.45.7.190,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B92,001567e9300e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT 57 MOCHUDI Vlan 257,,,
